,paircolors,pairshapes,pairstripes,item1name,item1features,item2name,item2feature,colormatch,shapematch,stripematch,colshstr_match,mybinary,totalmatch
115,"('blue', 'blue')","('square', 'circle')","('vertical', 'horizontal')",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",1,0,0,100,100,1
116,"('blue', 'blue')","('square', 'circle')","('vertical', 'vertical')",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",1,0,1,101,101,2
117,"('blue', 'blue')","('square', 'circle')","('vertical', 'diagonal')",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",1,0,0,100,100,1
118,"('blue', 'green')","('square', 'triangle')","('vertical', 'horizontal')",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",0,0,0,000,0,0
119,"('blue', 'green')","('square', 'triangle')","('vertical', 'vertical')",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",0,0,1,001,1,1
120,"('blue', 'green')","('square', 'triangle')","('vertical', 'diagonal')",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",0,0,0,000,0,0
121,"('blue', 'green')","('square', 'square')","('vertical', 'horizontal')",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",0,1,0,010,10,1
122,"('blue', 'green')","('square', 'square')","('vertical', 'vertical')",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",14,"{'color': 'green', 'shape': 'square', 'stripes': 'vertical'}",0,1,1,011,11,2
123,"('blue', 'green')","('square', 'square')","('vertical', 'diagonal')",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",15,"{'color': 'green', 'shape': 'square', 'stripes': 'diagonal'}",0,1,0,010,10,1
124,"('blue', 'green')","('square', 'circle')","('vertical', 'horizontal')",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",16,"{'color': 'green', 'shape': 'circle', 'stripes': 'horizontal'}",0,0,0,000,0,0
125,"('blue', 'green')","('square', 'circle')","('vertical', 'vertical')",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",17,"{'color': 'green', 'shape': 'circle', 'stripes': 'vertical'}",0,0,1,001,1,1
126,"('blue', 'green')","('square', 'circle')","('vertical', 'diagonal')",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",18,"{'color': 'green', 'shape': 'circle', 'stripes': 'diagonal'}",0,0,0,000,0,0
127,"('blue', 'red')","('square', 'triangle')","('vertical', 'horizontal')",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",19,"{'color': 'red', 'shape': 'triangle', 'stripes': 'horizontal'}",0,0,0,000,0,0
128,"('blue', 'red')","('square', 'triangle')","('vertical', 'vertical')",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",20,"{'color': 'red', 'shape': 'triangle', 'stripes': 'vertical'}",0,0,1,001,1,1
129,"('blue', 'red')","('square', 'triangle')","('vertical', 'diagonal')",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",21,"{'color': 'red', 'shape': 'triangle', 'stripes': 'diagonal'}",0,0,0,000,0,0
130,"('blue', 'red')","('square', 'square')","('vertical', 'horizontal')",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",22,"{'color': 'red', 'shape': 'square', 'stripes': 'horizontal'}",0,1,0,010,10,1
131,"('blue', 'red')","('square', 'square')","('vertical', 'vertical')",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",23,"{'color': 'red', 'shape': 'square', 'stripes': 'vertical'}",0,1,1,011,11,2
132,"('blue', 'red')","('square', 'square')","('vertical', 'diagonal')",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",24,"{'color': 'red', 'shape': 'square', 'stripes': 'diagonal'}",0,1,0,010,10,1
133,"('blue', 'red')","('square', 'circle')","('vertical', 'horizontal')",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",25,"{'color': 'red', 'shape': 'circle', 'stripes': 'horizontal'}",0,0,0,000,0,0
134,"('blue', 'red')","('square', 'circle')","('vertical', 'vertical')",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",26,"{'color': 'red', 'shape': 'circle', 'stripes': 'vertical'}",0,0,1,001,1,1
135,"('blue', 'red')","('square', 'circle')","('vertical', 'diagonal')",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",27,"{'color': 'red', 'shape': 'circle', 'stripes': 'diagonal'}",0,0,0,000,0,0
136,"('blue', 'blue')","('square', 'triangle')","('diagonal', 'horizontal')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",1,"{'color': 'blue', 'shape': 'triangle', 'stripes': 'horizontal'}",1,0,0,100,100,1
137,"('blue', 'blue')","('square', 'triangle')","('diagonal', 'vertical')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",2,"{'color': 'blue', 'shape': 'triangle', 'stripes': 'vertical'}",1,0,0,100,100,1
138,"('blue', 'blue')","('square', 'triangle')","('diagonal', 'diagonal')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",3,"{'color': 'blue', 'shape': 'triangle', 'stripes': 'diagonal'}",1,0,1,101,101,2
139,"('blue', 'blue')","('square', 'square')","('diagonal', 'horizontal')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",4,"{'color': 'blue', 'shape': 'square', 'stripes': 'horizontal'}",1,1,0,110,110,2
140,"('blue', 'blue')","('square', 'square')","('diagonal', 'vertical')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",1,1,0,110,110,2
141,"('blue', 'blue')","('square', 'square')","('diagonal', 'diagonal')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",1,1,1,111,111,3
142,"('blue', 'blue')","('square', 'circle')","('diagonal', 'horizontal')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",1,0,0,100,100,1
143,"('blue', 'blue')","('square', 'circle')","('diagonal', 'vertical')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",1,0,0,100,100,1
144,"('blue', 'blue')","('square', 'circle')","('diagonal', 'diagonal')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",1,0,1,101,101,2
145,"('blue', 'green')","('square', 'triangle')","('diagonal', 'horizontal')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",0,0,0,000,0,0
146,"('blue', 'green')","('square', 'triangle')","('diagonal', 'vertical')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",0,0,0,000,0,0
147,"('blue', 'green')","('square', 'triangle')","('diagonal', 'diagonal')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",0,0,1,001,1,1
148,"('blue', 'green')","('square', 'square')","('diagonal', 'horizontal')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",0,1,0,010,10,1
149,"('blue', 'green')","('square', 'square')","('diagonal', 'vertical')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",14,"{'color': 'green', 'shape': 'square', 'stripes': 'vertical'}",0,1,0,010,10,1
150,"('blue', 'green')","('square', 'square')","('diagonal', 'diagonal')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",15,"{'color': 'green', 'shape': 'square', 'stripes': 'diagonal'}",0,1,1,011,11,2
151,"('blue', 'green')","('square', 'circle')","('diagonal', 'horizontal')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",16,"{'color': 'green', 'shape': 'circle', 'stripes': 'horizontal'}",0,0,0,000,0,0
152,"('blue', 'green')","('square', 'circle')","('diagonal', 'vertical')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",17,"{'color': 'green', 'shape': 'circle', 'stripes': 'vertical'}",0,0,0,000,0,0
153,"('blue', 'green')","('square', 'circle')","('diagonal', 'diagonal')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",18,"{'color': 'green', 'shape': 'circle', 'stripes': 'diagonal'}",0,0,1,001,1,1
154,"('blue', 'red')","('square', 'triangle')","('diagonal', 'horizontal')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",19,"{'color': 'red', 'shape': 'triangle', 'stripes': 'horizontal'}",0,0,0,000,0,0
155,"('blue', 'red')","('square', 'triangle')","('diagonal', 'vertical')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",20,"{'color': 'red', 'shape': 'triangle', 'stripes': 'vertical'}",0,0,0,000,0,0
156,"('blue', 'red')","('square', 'triangle')","('diagonal', 'diagonal')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",21,"{'color': 'red', 'shape': 'triangle', 'stripes': 'diagonal'}",0,0,1,001,1,1
157,"('blue', 'red')","('square', 'square')","('diagonal', 'horizontal')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",22,"{'color': 'red', 'shape': 'square', 'stripes': 'horizontal'}",0,1,0,010,10,1
158,"('blue', 'red')","('square', 'square')","('diagonal', 'vertical')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",23,"{'color': 'red', 'shape': 'square', 'stripes': 'vertical'}",0,1,0,010,10,1
159,"('blue', 'red')","('square', 'square')","('diagonal', 'diagonal')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",24,"{'color': 'red', 'shape': 'square', 'stripes': 'diagonal'}",0,1,1,011,11,2
160,"('blue', 'red')","('square', 'circle')","('diagonal', 'horizontal')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",25,"{'color': 'red', 'shape': 'circle', 'stripes': 'horizontal'}",0,0,0,000,0,0
161,"('blue', 'red')","('square', 'circle')","('diagonal', 'vertical')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",26,"{'color': 'red', 'shape': 'circle', 'stripes': 'vertical'}",0,0,0,000,0,0
162,"('blue', 'red')","('square', 'circle')","('diagonal', 'diagonal')",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",27,"{'color': 'red', 'shape': 'circle', 'stripes': 'diagonal'}",0,0,1,001,1,1
163,"('blue', 'blue')","('circle', 'triangle')","('horizontal', 'horizontal')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",1,"{'color': 'blue', 'shape': 'triangle', 'stripes': 'horizontal'}",1,0,1,101,101,2
164,"('blue', 'blue')","('circle', 'triangle')","('horizontal', 'vertical')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",2,"{'color': 'blue', 'shape': 'triangle', 'stripes': 'vertical'}",1,0,0,100,100,1
165,"('blue', 'blue')","('circle', 'triangle')","('horizontal', 'diagonal')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",3,"{'color': 'blue', 'shape': 'triangle', 'stripes': 'diagonal'}",1,0,0,100,100,1
166,"('blue', 'blue')","('circle', 'square')","('horizontal', 'horizontal')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",4,"{'color': 'blue', 'shape': 'square', 'stripes': 'horizontal'}",1,0,1,101,101,2
167,"('blue', 'blue')","('circle', 'square')","('horizontal', 'vertical')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",1,0,0,100,100,1
168,"('blue', 'blue')","('circle', 'square')","('horizontal', 'diagonal')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",1,0,0,100,100,1
169,"('blue', 'blue')","('circle', 'circle')","('horizontal', 'horizontal')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",1,1,1,111,111,3
170,"('blue', 'blue')","('circle', 'circle')","('horizontal', 'vertical')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",1,1,0,110,110,2
171,"('blue', 'blue')","('circle', 'circle')","('horizontal', 'diagonal')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",1,1,0,110,110,2
172,"('blue', 'green')","('circle', 'triangle')","('horizontal', 'horizontal')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",0,0,1,001,1,1
173,"('blue', 'green')","('circle', 'triangle')","('horizontal', 'vertical')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",0,0,0,000,0,0
174,"('blue', 'green')","('circle', 'triangle')","('horizontal', 'diagonal')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",0,0,0,000,0,0
175,"('blue', 'green')","('circle', 'square')","('horizontal', 'horizontal')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",0,0,1,001,1,1
176,"('blue', 'green')","('circle', 'square')","('horizontal', 'vertical')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",14,"{'color': 'green', 'shape': 'square', 'stripes': 'vertical'}",0,0,0,000,0,0
177,"('blue', 'green')","('circle', 'square')","('horizontal', 'diagonal')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",15,"{'color': 'green', 'shape': 'square', 'stripes': 'diagonal'}",0,0,0,000,0,0
178,"('blue', 'green')","('circle', 'circle')","('horizontal', 'horizontal')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",16,"{'color': 'green', 'shape': 'circle', 'stripes': 'horizontal'}",0,1,1,011,11,2
179,"('blue', 'green')","('circle', 'circle')","('horizontal', 'vertical')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",17,"{'color': 'green', 'shape': 'circle', 'stripes': 'vertical'}",0,1,0,010,10,1
180,"('blue', 'green')","('circle', 'circle')","('horizontal', 'diagonal')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",18,"{'color': 'green', 'shape': 'circle', 'stripes': 'diagonal'}",0,1,0,010,10,1
181,"('blue', 'red')","('circle', 'triangle')","('horizontal', 'horizontal')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",19,"{'color': 'red', 'shape': 'triangle', 'stripes': 'horizontal'}",0,0,1,001,1,1
182,"('blue', 'red')","('circle', 'triangle')","('horizontal', 'vertical')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",20,"{'color': 'red', 'shape': 'triangle', 'stripes': 'vertical'}",0,0,0,000,0,0
183,"('blue', 'red')","('circle', 'triangle')","('horizontal', 'diagonal')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",21,"{'color': 'red', 'shape': 'triangle', 'stripes': 'diagonal'}",0,0,0,000,0,0
184,"('blue', 'red')","('circle', 'square')","('horizontal', 'horizontal')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",22,"{'color': 'red', 'shape': 'square', 'stripes': 'horizontal'}",0,0,1,001,1,1
185,"('blue', 'red')","('circle', 'square')","('horizontal', 'vertical')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",23,"{'color': 'red', 'shape': 'square', 'stripes': 'vertical'}",0,0,0,000,0,0
186,"('blue', 'red')","('circle', 'square')","('horizontal', 'diagonal')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",24,"{'color': 'red', 'shape': 'square', 'stripes': 'diagonal'}",0,0,0,000,0,0
187,"('blue', 'red')","('circle', 'circle')","('horizontal', 'horizontal')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",25,"{'color': 'red', 'shape': 'circle', 'stripes': 'horizontal'}",0,1,1,011,11,2
188,"('blue', 'red')","('circle', 'circle')","('horizontal', 'vertical')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",26,"{'color': 'red', 'shape': 'circle', 'stripes': 'vertical'}",0,1,0,010,10,1
189,"('blue', 'red')","('circle', 'circle')","('horizontal', 'diagonal')",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",27,"{'color': 'red', 'shape': 'circle', 'stripes': 'diagonal'}",0,1,0,010,10,1
190,"('blue', 'blue')","('circle', 'triangle')","('vertical', 'horizontal')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",1,"{'color': 'blue', 'shape': 'triangle', 'stripes': 'horizontal'}",1,0,0,100,100,1
191,"('blue', 'blue')","('circle', 'triangle')","('vertical', 'vertical')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",2,"{'color': 'blue', 'shape': 'triangle', 'stripes': 'vertical'}",1,0,1,101,101,2
192,"('blue', 'blue')","('circle', 'triangle')","('vertical', 'diagonal')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",3,"{'color': 'blue', 'shape': 'triangle', 'stripes': 'diagonal'}",1,0,0,100,100,1
193,"('blue', 'blue')","('circle', 'square')","('vertical', 'horizontal')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",4,"{'color': 'blue', 'shape': 'square', 'stripes': 'horizontal'}",1,0,0,100,100,1
194,"('blue', 'blue')","('circle', 'square')","('vertical', 'vertical')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",1,0,1,101,101,2
195,"('blue', 'blue')","('circle', 'square')","('vertical', 'diagonal')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",1,0,0,100,100,1
196,"('blue', 'blue')","('circle', 'circle')","('vertical', 'horizontal')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",1,1,0,110,110,2
197,"('blue', 'blue')","('circle', 'circle')","('vertical', 'vertical')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",1,1,1,111,111,3
198,"('blue', 'blue')","('circle', 'circle')","('vertical', 'diagonal')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",1,1,0,110,110,2
199,"('blue', 'green')","('circle', 'triangle')","('vertical', 'horizontal')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",0,0,0,000,0,0
200,"('blue', 'green')","('circle', 'triangle')","('vertical', 'vertical')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",0,0,1,001,1,1
201,"('blue', 'green')","('circle', 'triangle')","('vertical', 'diagonal')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",0,0,0,000,0,0
202,"('blue', 'green')","('circle', 'square')","('vertical', 'horizontal')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",0,0,0,000,0,0
203,"('blue', 'green')","('circle', 'square')","('vertical', 'vertical')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",14,"{'color': 'green', 'shape': 'square', 'stripes': 'vertical'}",0,0,1,001,1,1
204,"('blue', 'green')","('circle', 'square')","('vertical', 'diagonal')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",15,"{'color': 'green', 'shape': 'square', 'stripes': 'diagonal'}",0,0,0,000,0,0
205,"('blue', 'green')","('circle', 'circle')","('vertical', 'horizontal')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",16,"{'color': 'green', 'shape': 'circle', 'stripes': 'horizontal'}",0,1,0,010,10,1
206,"('blue', 'green')","('circle', 'circle')","('vertical', 'vertical')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",17,"{'color': 'green', 'shape': 'circle', 'stripes': 'vertical'}",0,1,1,011,11,2
207,"('blue', 'green')","('circle', 'circle')","('vertical', 'diagonal')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",18,"{'color': 'green', 'shape': 'circle', 'stripes': 'diagonal'}",0,1,0,010,10,1
208,"('blue', 'red')","('circle', 'triangle')","('vertical', 'horizontal')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",19,"{'color': 'red', 'shape': 'triangle', 'stripes': 'horizontal'}",0,0,0,000,0,0
209,"('blue', 'red')","('circle', 'triangle')","('vertical', 'vertical')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",20,"{'color': 'red', 'shape': 'triangle', 'stripes': 'vertical'}",0,0,1,001,1,1
210,"('blue', 'red')","('circle', 'triangle')","('vertical', 'diagonal')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",21,"{'color': 'red', 'shape': 'triangle', 'stripes': 'diagonal'}",0,0,0,000,0,0
211,"('blue', 'red')","('circle', 'square')","('vertical', 'horizontal')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",22,"{'color': 'red', 'shape': 'square', 'stripes': 'horizontal'}",0,0,0,000,0,0
212,"('blue', 'red')","('circle', 'square')","('vertical', 'vertical')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",23,"{'color': 'red', 'shape': 'square', 'stripes': 'vertical'}",0,0,1,001,1,1
213,"('blue', 'red')","('circle', 'square')","('vertical', 'diagonal')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",24,"{'color': 'red', 'shape': 'square', 'stripes': 'diagonal'}",0,0,0,000,0,0
214,"('blue', 'red')","('circle', 'circle')","('vertical', 'horizontal')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",25,"{'color': 'red', 'shape': 'circle', 'stripes': 'horizontal'}",0,1,0,010,10,1
215,"('blue', 'red')","('circle', 'circle')","('vertical', 'vertical')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",26,"{'color': 'red', 'shape': 'circle', 'stripes': 'vertical'}",0,1,1,011,11,2
216,"('blue', 'red')","('circle', 'circle')","('vertical', 'diagonal')",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",27,"{'color': 'red', 'shape': 'circle', 'stripes': 'diagonal'}",0,1,0,010,10,1
217,"('blue', 'blue')","('circle', 'triangle')","('diagonal', 'horizontal')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",1,"{'color': 'blue', 'shape': 'triangle', 'stripes': 'horizontal'}",1,0,0,100,100,1
218,"('blue', 'blue')","('circle', 'triangle')","('diagonal', 'vertical')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",2,"{'color': 'blue', 'shape': 'triangle', 'stripes': 'vertical'}",1,0,0,100,100,1
219,"('blue', 'blue')","('circle', 'triangle')","('diagonal', 'diagonal')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",3,"{'color': 'blue', 'shape': 'triangle', 'stripes': 'diagonal'}",1,0,1,101,101,2
220,"('blue', 'blue')","('circle', 'square')","('diagonal', 'horizontal')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",4,"{'color': 'blue', 'shape': 'square', 'stripes': 'horizontal'}",1,0,0,100,100,1
221,"('blue', 'blue')","('circle', 'square')","('diagonal', 'vertical')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",5,"{'color': 'blue', 'shape': 'square', 'stripes': 'vertical'}",1,0,0,100,100,1
222,"('blue', 'blue')","('circle', 'square')","('diagonal', 'diagonal')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",6,"{'color': 'blue', 'shape': 'square', 'stripes': 'diagonal'}",1,0,1,101,101,2
223,"('blue', 'blue')","('circle', 'circle')","('diagonal', 'horizontal')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",7,"{'color': 'blue', 'shape': 'circle', 'stripes': 'horizontal'}",1,1,0,110,110,2
224,"('blue', 'blue')","('circle', 'circle')","('diagonal', 'vertical')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",8,"{'color': 'blue', 'shape': 'circle', 'stripes': 'vertical'}",1,1,0,110,110,2
225,"('blue', 'blue')","('circle', 'circle')","('diagonal', 'diagonal')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",1,1,1,111,111,3
226,"('blue', 'green')","('circle', 'triangle')","('diagonal', 'horizontal')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",10,"{'color': 'green', 'shape': 'triangle', 'stripes': 'horizontal'}",0,0,0,000,0,0
227,"('blue', 'green')","('circle', 'triangle')","('diagonal', 'vertical')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",11,"{'color': 'green', 'shape': 'triangle', 'stripes': 'vertical'}",0,0,0,000,0,0
228,"('blue', 'green')","('circle', 'triangle')","('diagonal', 'diagonal')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",12,"{'color': 'green', 'shape': 'triangle', 'stripes': 'diagonal'}",0,0,1,001,1,1
229,"('blue', 'green')","('circle', 'square')","('diagonal', 'horizontal')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",13,"{'color': 'green', 'shape': 'square', 'stripes': 'horizontal'}",0,0,0,000,0,0
230,"('blue', 'green')","('circle', 'square')","('diagonal', 'vertical')",9,"{'color': 'blue', 'shape': 'circle', 'stripes': 'diagonal'}",14,"{'color': 'green', 'shape': 'square', 'stripes': 'vertical'}",0,0,0,000,0,0
